name,email,password,languages,birth_date,country,course,situationLaboral,role,dateCreated,gender,eventsConfi,imageUrl,firstOnBoard,conocimientos,quieroAprender,interests
Mateo Montalbán Feijoo,mateo.montalbán@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Inglés']",1982-10-30,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.133641,male,[],https://picsum.photos/298/478,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb0fd']"
Alain Lucas,alain.lucas@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Alemán']",1998-03-31,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.144768,male,[],https://picsum.photos/964/719,True,['64879e9a5340903bb1ebb0f4'],['64879e9a5340903bb1ebb0f8'],"['64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb10f']"
Frank-Peter Jäntsch,frank-peter.jäntsch@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano', 'Castellano', 'Inglés']",1993-05-11,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.156381,male,[],https://picsum.photos/92/349,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f2']","['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0ff']"
Roland Breton,roland.breton@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Inglés', 'Italiano', 'Castellano']",1996-08-31,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.167531,male,[],https://picsum.photos/216/18,True,['64879e9a5340903bb1ebb0f2'],['64879e9a5340903bb1ebb0f6'],"['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb107']"
Ercan Sontag-Etzler,ercan.sontag-etzler@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Italiano', 'Francés', 'Castellano']",1995-03-24,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.178624,male,[],https://placekitten.com/889/210,True,"['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb106']"
Gottlieb Renner,gottlieb.renner@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Francés', 'Castellano']",1997-06-30,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.189898,male,[],https://placekitten.com/709/458,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f6']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1']",['64879ed95340903bb1ebb110']
Bernard Barthelemy,bernard.barthelemy@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Italiano', 'Alemán', 'Castellano']",2003-01-20,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.201486,male,[],https://picsum.photos/865/221,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f2'],"['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb10d']"
Hans-Albert Hellwig MBA.,hans-albert.hellwig@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés']",1990-07-01,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.212594,male,[],https://dummyimage.com/246x227,True,['64879e9a5340903bb1ebb0f3'],['64879e9a5340903bb1ebb0f7'],"['64879ed95340903bb1ebb102', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb114']"
Robert Le Bigot,robert.le@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Alemán', 'Italiano', 'Castellano']",1987-11-18,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.223832,male,[],https://placekitten.com/629/433,True,"['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f9']","['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f1']",['64879ed95340903bb1ebb112']
Sean Reynolds,sean.reynolds@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano', 'Francés']",1984-08-02,Estados Unidos,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.235009,male,[],https://placekitten.com/531/593,True,['64879e9a5340903bb1ebb0f6'],['64879e9a5340903bb1ebb0f5'],"['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb113']"
Fiorenzo Vespucci,fiorenzo.vespucci@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano', 'Alemán', 'Francés']",1983-12-08,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.246216,male,[],https://placekitten.com/840/637,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb107', '64879ed95340903bb1ebb116']"
Sebastián Crespi Ribas,sebastián.crespi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Inglés']",2001-05-15,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.257311,male,[],https://dummyimage.com/556x833,True,"['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb114']"
Angelino Zorrilla Puerta,angelino.zorrilla@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán']",2004-04-20,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.268423,male,[],https://placekitten.com/80/958,True,['64879e9a5340903bb1ebb0f4'],['64879e9a5340903bb1ebb0f3'],"['64879ed95340903bb1ebb114', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb112']"
Hans-Christian Mangold-Roht,hans-christian.mangold-roht@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano', 'Italiano', 'Francés', 'Inglés']",2003-04-12,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.279741,male,[],https://dummyimage.com/580x98,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f6'],['64879ed95340903bb1ebb103']
Daniel Valentin,daniel.valentin@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Italiano', 'Inglés', 'Castellano']",1985-02-27,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.291004,male,[],https://placekitten.com/36/387,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f3'],['64879ed95340903bb1ebb101']
Deborah Obrien,deborah.obrien@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Castellano', 'Alemán']",1985-09-04,Estados Unidos,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.302735,female,[],https://picsum.photos/889/589,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb104']"
Dott. Natalia Greggio,dott..natalia@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Inglés']",1991-10-22,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.313987,female,[],https://picsum.photos/44/778,True,"['64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f4']",['64879ed95340903bb1ebb101']
Whitney Becker,whitney.becker@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Francés', 'Castellano', 'Italiano']",1984-04-28,Estados Unidos,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.325178,female,[],https://placekitten.com/180/511,True,['64879e9a5340903bb1ebb0f1'],['64879e9a5340903bb1ebb0f9'],['64879ed95340903bb1ebb103']
Nicole Dupuis,nicole.dupuis@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Inglés']",1991-02-15,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.336247,female,[],https://dummyimage.com/297x412,True,['64879e9a5340903bb1ebb0f8'],['64879e9a5340903bb1ebb0f7'],"['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb108']"
Gisela Ariza-Mayoral,gisela.ariza-mayoral@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Inglés', 'Italiano', 'Francés']",1990-10-26,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.347557,female,[],https://placekitten.com/173/124,True,['64879e9a5340903bb1ebb0f4'],['64879e9a5340903bb1ebb0f7'],['64879ed95340903bb1ebb114']
Rufina Narváez Carlos,rufina.narváez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Inglés', 'Italiano', 'Francés', 'Alemán']",1986-01-23,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.358742,female,[],https://placekitten.com/272/321,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb106']"
Nicole Marin,nicole.marin@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano', 'Alemán', 'Inglés']",1999-04-24,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.369859,female,[],https://placekitten.com/63/862,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f2']",['64879ed95340903bb1ebb0ff']
Brittany Huerta,brittany.huerta@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Alemán', 'Italiano', 'Castellano']",1985-01-22,Estados Unidos,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.381163,female,[],https://dummyimage.com/393x641,True,['64879e9a5340903bb1ebb0f2'],['64879e9a5340903bb1ebb0f8'],"['64879ed95340903bb1ebb116', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb0fb']"
Clémence Coste du Bertin,clémence.coste@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés']",1987-02-05,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.392562,female,[],https://dummyimage.com/1005x118,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']",['64879ed95340903bb1ebb105']
Dott. Giuseppina Badoglio,dott..giuseppina@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Inglés', 'Francés', 'Alemán']",1984-05-08,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.403885,female,[],https://dummyimage.com/1019x352,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f6']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb0ff']"
Monique Pinto,monique.pinto@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Alemán', 'Castellano']",2002-03-02,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.415160,female,[],https://picsum.photos/971/557,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f1']",['64879ed95340903bb1ebb10e']
Sandra Brugnaro-Polizzi,sandra.brugnaro-polizzi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Francés', 'Inglés', 'Alemán']",1986-06-29,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.426272,female,[],https://dummyimage.com/528x986,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f6']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb0fd']"
Dott. Giulia Pozzecco,dott..giulia@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano']",2004-11-15,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.437167,female,[],https://picsum.photos/89/544,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']",['64879ed95340903bb1ebb10e']
Itziar Manuel Portillo,itziar.manuel@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Italiano']",1997-12-14,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.448608,female,[],https://placekitten.com/572/987,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb100']"
Serena Gregori,serena.gregori@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano']",2003-05-21,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.459740,female,[],https://dummyimage.com/960x204,True,['64879e9a5340903bb1ebb0f4'],['64879e9a5340903bb1ebb0f2'],"['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb108', '64879ed95340903bb1ebb0fd']"
Sylvie Lacroix,sylvie.lacroix@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Castellano']",1990-01-25,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.470997,female,[],https://picsum.photos/270/217,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb106']"
Concetta Montalti-Trombetta,concetta.montalti-trombetta@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán']",1995-11-17,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.482280,female,[],https://dummyimage.com/198x631,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb105']"
Eugenia del Espejo,eugenia.del@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Italiano', 'Francés', 'Inglés', 'Alemán']",1983-07-07,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.493801,female,[],https://placekitten.com/157/382,True,['64879e9a5340903bb1ebb0f7'],['64879e9a5340903bb1ebb0f3'],"['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb10b']"
Suzanne Blin,suzanne.blin@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Castellano']",1988-09-29,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.505300,female,[],https://placekitten.com/171/1010,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb106', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb107']"
Gundula Mans,gundula.mans@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano', 'Inglés', 'Castellano', 'Francés']",2003-03-07,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.516553,female,[],https://dummyimage.com/682x200,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f6']","['64879ed95340903bb1ebb102', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb100']"
Sig.ra Ninetta Armani,sig.ra.ninetta@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Inglés', 'Alemán', 'Castellano']",1995-05-07,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.527869,female,[],https://picsum.photos/900/88,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb110', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb114']"
Jane Pärtzelt B.A.,jane.pärtzelt@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés']",1994-09-20,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.539327,female,[],https://picsum.photos/567/681,True,"['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb110']"
Anka Hamann,anka.hamann@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano', 'Francés', 'Castellano', 'Inglés']",1989-05-10,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.550588,female,[],https://dummyimage.com/87x764,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb110']"
Carina Ordóñez Abril,carina.ordóñez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán']",1997-07-27,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.561728,female,[],https://dummyimage.com/268x58,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f8']",['64879ed95340903bb1ebb0fb']
Katarzyna Drub,katarzyna.drub@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Castellano', 'Italiano', 'Francés']",2002-05-01,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.573026,female,[],https://placekitten.com/505/598,True,"['64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f9']","['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb0ff']"
Ing. Cordula Mende,ing..cordula@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano', 'Francés', 'Castellano', 'Inglés']",1992-02-08,Alemania,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.584191,female,[],https://placekitten.com/413/88,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f9']","['64879ed95340903bb1ebb111', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb107']"
Candice Perez,candice.perez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Italiano', 'Francés', 'Castellano']",2003-11-26,Estados Unidos,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.595958,female,[],https://picsum.photos/335/926,True,['64879e9a5340903bb1ebb0f7'],['64879e9a5340903bb1ebb0f2'],"['64879ed95340903bb1ebb114', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb111']"
Liliana Roero,liliana.roero@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán', 'Castellano', 'Francés']",1988-12-13,Italia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.607214,female,[],https://placekitten.com/847/579,True,['64879e9a5340903bb1ebb0f3'],['64879e9a5340903bb1ebb0f7'],"['64879ed95340903bb1ebb100', '64879ed95340903bb1ebb0fd']"
Anne Delorme-Bailly,anne.delorme-bailly@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Inglés', 'Italiano', 'Castellano']",1990-02-20,Francia,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.618394,female,[],https://dummyimage.com/397x369,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f9']","['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb117']"
Aurora Olivares-Dalmau,aurora.olivares-dalmau@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Francés', 'Inglés']",1982-09-28,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.629634,female,[],https://picsum.photos/493/908,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb107']"
Anselma Bibiana Valbuena Farré,anselma.bibiana@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Italiano', 'Inglés', 'Francés']",2003-05-05,España,64879f04e785526bbd480f3c,Estudiante,user,2023-06-12T22:51:49.640833,female,[],https://dummyimage.com/907x489,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f3']",['64879ed95340903bb1ebb101']
